
MONTH,ENTITY,PRODUCT_NAME,MEDIAN_PRICE,CHURNED_CUSTOMERS
2022-08-01,salary,basic,3,586
2022-09-01,salary,basic,3,547
2022-10-01,salary,basic,3,476
2022-11-01,salary,basic,3,590
2022-12-01,salary,basic,3,652
2023-01-01,salary,basic,3,559
2023-02-01,salary,basic,3,478
2023-03-01,salary,basic,3,655
2023-04-01,salary,basic,3,551
2023-05-01,salary,basic,3,583
2023-06-01,salary,basic,0,1216
2023-07-01,salary,basic,0,1048
2023-08-01,salary,basic,0,1152
2023-09-01,salary,basic,0,1156
2023-10-01,salary,basic,0,1307
2023-11-01,salary,basic,0,1285
2020-01-01,tellow,basis,8,0
2020-02-01,tellow,basis,10,7
2020-03-01,tellow,basis,10,101
2020-04-01,tellow,basis,10,129
2020-05-01,tellow,basis,10,103
2020-06-01,tellow,basis,10,89
2020-07-01,tellow,basis,10,91
2020-08-01,tellow,basis,10,96
2020-09-01,tellow,basis,10,111
2020-10-01,tellow,basis,10,140
2020-11-01,tellow,basis,10,88
2020-12-01,tellow,basis,10,160
2021-01-01,tellow,basis,10,140
2021-02-01,tellow,basis,10,85
2021-03-01,tellow,basis,10,121
2021-04-01,tellow,basis,10,123
2021-05-01,tellow,basis,10,100
2021-06-01,tellow,basis,10,78
2021-07-01,tellow,basis,10,82
2021-08-01,tellow,basis,10,82
2021-09-01,tellow,basis,10,86
2021-10-01,tellow,basis,10,103
2021-11-01,tellow,basis,10,87
2021-12-01,tellow,basis,10,106
2022-01-01,tellow,basis,10,126
2022-02-01,tellow,basis,10,88
2022-03-01,tellow,basis,10,115
2022-04-01,tellow,basis,10,120
2022-05-01,tellow,basis,10,107
2022-06-01,tellow,basis,10,116
2022-07-01,tellow,basis,13,126
2022-08-01,tellow,basis,13,62
2022-09-01,tellow,basis,13,125
2022-10-01,tellow,basis,13,73
2022-11-01,tellow,basis,13,84
2022-12-01,tellow,basis,13,111
2023-01-01,tellow,basis,15,196
2023-02-01,tellow,basis,15,93
2023-03-01,tellow,basis,15,142
2023-04-01,tellow,basis,15,111
2023-05-01,tellow,basis,15,212
2023-06-01,tellow,basis,15,120
2023-07-01,tellow,basis,15,105
2023-08-01,tellow,basis,15,117
2023-09-01,tellow,basis,15,103
2023-10-01,tellow,basis,15,137
2023-11-01,tellow,basis,15,122
2021-03-01,tellow,compleet,25,1
2021-04-01,tellow,compleet,37,6
2021-05-01,tellow,compleet,50,1
2021-06-01,tellow,compleet,50,1
2021-07-01,tellow,compleet,50,4
2021-08-01,tellow,compleet,50,3
2021-09-01,tellow,compleet,50,7
2021-10-01,tellow,compleet,50,5
2021-11-01,tellow,compleet,50,4
2021-12-01,tellow,compleet,50,11
2022-01-01,tellow,compleet,50,11
2022-02-01,tellow,compleet,50,8
2022-03-01,tellow,compleet,50,10
2022-04-01,tellow,compleet,50,19
2022-05-01,tellow,compleet,50,3
2022-06-01,tellow,compleet,50,4
2022-07-01,tellow,compleet,50,18
2022-08-01,tellow,compleet,50,3
2022-09-01,tellow,compleet,50,40
2022-10-01,tellow,compleet,50,4
2022-11-01,tellow,compleet,50,7
2022-12-01,tellow,compleet,50,10
2023-01-01,tellow,compleet,50,20
2023-02-01,tellow,compleet,50,21
2023-03-01,tellow,compleet,50,32
2023-04-01,tellow,compleet,50,19
2023-05-01,tellow,compleet,50,44
2023-06-01,tellow,compleet,50,19
2023-07-01,tellow,compleet,50,10
2023-08-01,tellow,compleet,50,26
2023-09-01,tellow,compleet,50,18
2023-10-01,tellow,compleet,62,10
2023-11-01,tellow,compleet,70,22
2018-11-01,zervant,custom,300,0
2018-12-01,zervant,custom,300,0
2019-01-01,zervant,custom,300,0
2019-02-01,zervant,custom,300,0
2019-03-01,zervant,custom,21,0
2019-04-01,zervant,custom,310,0
2019-05-01,zervant,custom,210,0
2019-06-01,zervant,custom,210,0
2019-07-01,zervant,custom,210,0
2019-08-01,zervant,custom,210,0
2019-09-01,zervant,custom,210,0
2019-10-01,zervant,custom,110,0
2019-11-01,zervant,custom,210,0
2019-12-01,zervant,custom,290,0
2020-01-01,zervant,custom,110,0
2020-02-01,zervant,custom,110,0
2020-03-01,zervant,custom,110,1
2020-04-01,zervant,custom,110,0
2020-05-01,zervant,custom,110,0
2020-06-01,zervant,custom,110,0
2020-07-01,zervant,custom,110,1
2020-08-01,zervant,custom,110,0
2020-09-01,zervant,custom,110,0
2020-10-01,zervant,custom,110,0
2020-11-01,zervant,custom,110,0
2020-12-01,zervant,custom,110,0
2021-01-01,zervant,custom,110,0
2021-02-01,zervant,custom,110,0
2021-03-01,zervant,custom,110,1
2021-04-01,zervant,custom,110,0
2021-05-01,zervant,custom,110,1
2021-06-01,zervant,custom,110,0
2021-07-01,zervant,custom,133,0
2021-08-01,zervant,custom,155,0
2021-09-01,zervant,custom,155,0
2021-10-01,zervant,custom,155,0
2021-11-01,zervant,custom,155,0
2021-12-01,zervant,custom,155,0
2022-01-01,zervant,custom,155,0
2022-02-01,zervant,custom,155,1
2022-03-01,zervant,custom,155,0
2022-04-01,zervant,custom,155,0
2022-05-01,zervant,custom,155,0
2022-06-01,zervant,custom,155,0
2022-07-01,zervant,custom,155,0
2022-08-01,zervant,custom,155,0
2022-09-01,zervant,custom,155,0
2022-10-01,zervant,custom,155,1
2022-11-01,zervant,custom,205,0
2022-12-01,zervant,custom,205,0
2023-01-01,zervant,custom,205,0
2023-02-01,zervant,custom,205,1
2023-03-01,zervant,custom,155,0
2023-04-01,zervant,custom,155,0
2023-05-01,zervant,custom,155,0
2023-06-01,zervant,custom,155,0
2023-07-01,zervant,custom,155,0
2023-08-01,zervant,custom,148,0
2023-09-01,zervant,custom,140,0
2023-10-01,zervant,custom,155,0
2023-11-01,zervant,custom,155,0
2020-05-01,kontist,duo,12,103
2020-06-01,kontist,duo,12,60
2020-07-01,kontist,duo,12,69
2020-08-01,kontist,duo,12,2710
2020-09-01,kontist,duo,6,27
2020-10-01,kontist,duo,12,123
2020-11-01,kontist,duo,12,113
2020-12-01,kontist,duo,12,330
2021-01-01,kontist,duo,12,187
2021-02-01,kontist,duo,12,135
2021-03-01,kontist,duo,12,159
2021-04-01,kontist,duo,12,140
2021-05-01,kontist,duo,12,135
2021-06-01,kontist,duo,12,117
2021-07-01,kontist,duo,12,144
2021-08-01,kontist,duo,12,95
2021-09-01,kontist,duo,12,169
2021-10-01,kontist,duo,12,137
2021-11-01,kontist,duo,12,174
2021-12-01,kontist,duo,12,142
2022-01-01,kontist,duo,12,165
2022-02-01,kontist,duo,12,141
2022-03-01,kontist,duo,12,144
2022-04-01,kontist,duo,12,144
2022-05-01,kontist,duo,12,158
2022-06-01,kontist,duo,12,152
2022-07-01,kontist,duo,12,114
2022-08-01,kontist,duo,12,146
2022-09-01,kontist,duo,12,134
2022-10-01,kontist,duo,12,145
2022-11-01,kontist,duo,12,146
2022-12-01,kontist,duo,12,162
2023-01-01,kontist,duo,12,175
2023-02-01,kontist,duo,12,187
2023-03-01,kontist,duo,12,163
2023-04-01,kontist,duo,12,177
2023-05-01,kontist,duo,12,159
2023-06-01,kontist,duo,12,154
2023-07-01,kontist,duo,12,143
2023-08-01,kontist,duo,12,166
2023-09-01,kontist,duo,12,138
2023-10-01,kontist,duo,12,125
2023-11-01,kontist,duo,12,111
2018-04-01,zervant,growth,35,0
2018-05-01,zervant,growth,35,0
2018-06-01,zervant,growth,35,1
2018-07-01,zervant,growth,35,0
2018-08-01,zervant,growth,35,0
2018-09-01,zervant,growth,35,1
2018-10-01,zervant,growth,35,0
2018-11-01,zervant,growth,35,1
2018-12-01,zervant,growth,35,1
2019-01-01,zervant,growth,35,3
2019-02-01,zervant,growth,35,13
2019-03-01,zervant,growth,35,8
2019-04-01,zervant,growth,35,12
2019-05-01,zervant,growth,35,10
2019-06-01,zervant,growth,35,4
2019-07-01,zervant,growth,35,4
2019-08-01,zervant,growth,35,12
2019-09-01,zervant,growth,35,3
2019-10-01,zervant,growth,35,11
2019-11-01,zervant,growth,35,4
2019-12-01,zervant,growth,35,10
2020-01-01,zervant,growth,35,14
2020-02-01,zervant,growth,35,6
2020-03-01,zervant,growth,35,16
2020-04-01,zervant,growth,35,7
2020-05-01,zervant,growth,35,4
2020-06-01,zervant,growth,35,5
2020-07-01,zervant,growth,35,4
2020-08-01,zervant,growth,35,4
2020-09-01,zervant,growth,35,17
2020-10-01,zervant,growth,35,7
2020-11-01,zervant,growth,35,6
2020-12-01,zervant,growth,38,8
2021-01-01,zervant,growth,38,3
2021-02-01,zervant,growth,38,5
2021-03-01,zervant,growth,38,13
2021-04-01,zervant,growth,38,11
2021-05-01,zervant,growth,38,8
2021-06-01,zervant,growth,38,10
2021-07-01,zervant,growth,38,7
2021-08-01,zervant,growth,38,10
2021-09-01,zervant,growth,38,14
2021-10-01,zervant,growth,38,4
2021-11-01,zervant,growth,38,12
2021-12-01,zervant,growth,38,12
2022-01-01,zervant,growth,42,11
2022-02-01,zervant,growth,39,10
2022-03-01,zervant,growth,42,20
2022-04-01,zervant,growth,42,14
2022-05-01,zervant,growth,42,17
2022-06-01,zervant,growth,39,12
2022-07-01,zervant,growth,42,11
2022-08-01,zervant,growth,42,2
2022-09-01,zervant,growth,42,16
2022-10-01,zervant,growth,42,16
2022-11-01,zervant,growth,42,14
2022-12-01,zervant,growth,42,10
2023-01-01,zervant,growth,42,13
2023-02-01,zervant,growth,45,11
2023-03-01,zervant,growth,44,16
2023-04-01,zervant,growth,40,9
2023-05-01,zervant,growth,40,13
2023-06-01,zervant,growth,40,4
2023-07-01,zervant,growth,40,5
2023-08-01,zervant,growth,40,6
2023-09-01,zervant,growth,40,7
2023-10-01,zervant,growth,40,6
2023-11-01,zervant,growth,40,3
2020-08-01,kontist,kontax,86,110
2020-09-01,kontist,kontax,96,1
2020-10-01,kontist,kontax,99,11
2020-11-01,kontist,kontax,99,17
2020-12-01,kontist,kontax,99,10
2021-01-01,kontist,kontax,99,27
2021-02-01,kontist,kontax,99,8
2021-03-01,kontist,kontax,99,17
2021-04-01,kontist,kontax,99,14
2021-05-01,kontist,kontax,99,12
2021-06-01,kontist,kontax,99,11
2021-07-01,kontist,kontax,99,14
2021-08-01,kontist,kontax,99,10
2021-09-01,kontist,kontax,99,21
2021-10-01,kontist,kontax,99,15
2021-11-01,kontist,kontax,99,22
2021-12-01,kontist,kontax,99,32
2022-01-01,kontist,kontax,99,45
2022-02-01,kontist,kontax,99,28
2022-03-01,kontist,kontax,99,52
2022-04-01,kontist,kontax,99,30
2022-05-01,kontist,kontax,99,36
2022-06-01,kontist,kontax,99,28
2022-07-01,kontist,kontax,99,29
2022-08-01,kontist,kontax,99,27
2022-09-01,kontist,kontax,99,24
2022-10-01,kontist,kontax,99,32
2022-11-01,kontist,kontax,99,30
2022-12-01,kontist,kontax,99,90
2023-01-01,kontist,kontax,99,100
2023-02-01,kontist,kontax,99,50
2023-03-01,kontist,kontax,99,52
2023-04-01,kontist,kontax,99,32
2023-05-01,kontist,kontax,119,32
2023-06-01,kontist,kontax,119,38
2023-07-01,kontist,kontax,119,47
2023-08-01,kontist,kontax,119,36
2023-09-01,kontist,kontax,179,39
2023-10-01,kontist,kontax,179,17
2023-11-01,kontist,kontax,179,20
2022-01-01,lending,loan,124,0
2022-02-01,lending,loan,124,0
2022-03-01,lending,loan,114,1
2022-04-01,lending,loan,130,1
2022-05-01,lending,loan,101,1
2022-06-01,lending,loan,84,1
2022-07-01,lending,loan,94,1
2022-08-01,lending,loan,91,6
2022-09-01,lending,loan,102,3
2022-10-01,lending,loan,101,7
2022-11-01,lending,loan,97,7
2022-12-01,lending,loan,101,1
2023-01-01,lending,loan,108,8
2023-02-01,lending,loan,108,7
2023-03-01,lending,loan,110,8
2023-04-01,lending,loan,111,6
2023-05-01,lending,loan,111,9
2023-06-01,lending,loan,111,8
2023-07-01,lending,loan,111,5
2023-08-01,lending,loan,111,11
2023-09-01,lending,loan,111,13
2023-10-01,lending,loan,112,15
2023-11-01,lending,loan,115,11
2018-05-01,zervant,merchant,75,0
2018-07-01,zervant,merchant,75,0
2018-08-01,zervant,merchant,75,1
2018-09-01,zervant,merchant,75,0
2018-10-01,zervant,merchant,75,1
2018-11-01,zervant,merchant,75,0
2018-12-01,zervant,merchant,75,2
2019-01-01,zervant,merchant,75,0
2019-02-01,zervant,merchant,75,1
2019-03-01,zervant,merchant,75,2
2019-04-01,zervant,merchant,75,4
2019-05-01,zervant,merchant,75,4
2019-06-01,zervant,merchant,75,6
2019-07-01,zervant,merchant,75,1
2019-08-01,zervant,merchant,75,2
2019-09-01,zervant,merchant,75,12
2019-10-01,zervant,merchant,75,2
2019-11-01,zervant,merchant,75,1
2019-12-01,zervant,merchant,75,3
2020-01-01,zervant,merchant,75,0
2020-02-01,zervant,merchant,75,1
2020-03-01,zervant,merchant,75,0
2020-04-01,zervant,merchant,75,0
2020-05-01,zervant,merchant,75,2
2020-06-01,zervant,merchant,75,1
2020-07-01,zervant,merchant,75,0
2020-08-01,zervant,merchant,75,1
2020-09-01,zervant,merchant,75,3
2020-10-01,zervant,merchant,75,2
2020-11-01,zervant,merchant,75,0
2020-12-01,zervant,merchant,82,2
2021-01-01,zervant,merchant,82,2
2021-02-01,zervant,merchant,82,0
2021-03-01,zervant,merchant,82,2
2021-04-01,zervant,merchant,82,0
2021-05-01,zervant,merchant,82,0
2021-06-01,zervant,merchant,82,1
2021-07-01,zervant,merchant,82,0
2021-08-01,zervant,merchant,82,1
2021-09-01,zervant,merchant,82,1
2021-10-01,zervant,merchant,82,1
2021-11-01,zervant,merchant,82,1
2021-12-01,zervant,merchant,82,0
2022-01-01,zervant,merchant,82,0
2022-02-01,zervant,merchant,82,1
2022-03-01,zervant,merchant,82,1
2022-04-01,zervant,merchant,82,1
2022-05-01,zervant,merchant,82,1
2022-06-01,zervant,merchant,82,2
2022-07-01,zervant,merchant,82,2
2022-08-01,zervant,merchant,82,0
2022-09-01,zervant,merchant,82,1
2022-10-01,zervant,merchant,82,0
2022-11-01,zervant,merchant,82,2
2022-12-01,zervant,merchant,82,1
2023-01-01,zervant,merchant,82,2
2023-02-01,zervant,merchant,82,1
2023-03-01,zervant,merchant,82,0
2023-04-01,zervant,merchant,82,0
2023-05-01,zervant,merchant,82,1
2023-06-01,zervant,merchant,82,0
2023-07-01,zervant,merchant,82,0
2023-08-01,zervant,merchant,82,0
2023-09-01,zervant,merchant,82,0
2023-10-01,zervant,merchant,82,0
2023-11-01,zervant,merchant,82,2
2020-04-01,tellow,plus,15,3
2020-05-01,tellow,plus,15,7
2020-06-01,tellow,plus,15,14
2020-07-01,tellow,plus,20,17
2020-08-01,tellow,plus,20,15
2020-09-01,tellow,plus,20,14
2020-10-01,tellow,plus,20,31
2020-11-01,tellow,plus,20,16
2020-12-01,tellow,plus,20,25
2021-01-01,tellow,plus,20,33
2021-02-01,tellow,plus,20,27
2021-03-01,tellow,plus,20,28
2021-04-01,tellow,plus,20,39
2021-05-01,tellow,plus,20,28
2021-06-01,tellow,plus,20,26
2021-07-01,tellow,plus,20,34
2021-08-01,tellow,plus,20,24
2021-09-01,tellow,plus,20,49
2021-10-01,tellow,plus,20,40
2021-11-01,tellow,plus,20,28
2021-12-01,tellow,plus,20,38
2022-01-01,tellow,plus,20,44
2022-02-01,tellow,plus,20,45
2022-03-01,tellow,plus,20,41
2022-04-01,tellow,plus,20,54
2022-05-01,tellow,plus,20,28
2022-06-01,tellow,plus,20,34
2022-07-01,tellow,plus,20,49
2022-08-01,tellow,plus,24,19
2022-09-01,tellow,plus,24,81
2022-10-01,tellow,plus,24,38
2022-11-01,tellow,plus,24,44
2022-12-01,tellow,plus,24,46
2023-01-01,tellow,plus,26,87
2023-02-01,tellow,plus,26,34
2023-03-01,tellow,plus,26,58
2023-04-01,tellow,plus,26,37
2023-05-01,tellow,plus,26,78
2023-06-01,tellow,plus,26,41
2023-07-01,tellow,plus,26,50
2023-08-01,tellow,plus,26,78
2023-09-01,tellow,plus,26,53
2023-10-01,tellow,plus,26,52
2023-11-01,tellow,plus,26,37
2022-03-01,billy,premium,40,0
2022-04-01,billy,premium,33,3
2022-05-01,billy,premium,33,5
2022-06-01,billy,premium,40,25
2022-07-01,billy,premium,40,33
2022-08-01,billy,premium,40,18
2022-09-01,billy,premium,40,38
2022-10-01,billy,premium,40,79
2022-11-01,billy,premium,40,91
2022-12-01,billy,premium,39,102
2023-01-01,billy,premium,38,139
2023-02-01,billy,premium,38,131
2023-03-01,billy,premium,37,129
2023-04-01,billy,premium,37,87
2023-05-01,billy,premium,37,121
2023-06-01,billy,premium,37,124
2023-07-01,billy,premium,37,118
2023-08-01,billy,premium,37,186
2023-09-01,billy,premium,37,209
2023-10-01,billy,premium,37,183
2023-11-01,billy,premium,37,179
2020-05-01,kontist,premium,9,93
2020-06-01,kontist,premium,9,100
2020-07-01,kontist,premium,9,87
2020-08-01,kontist,premium,9,3982
2020-09-01,kontist,premium,2,42
2020-10-01,kontist,premium,9,159
2020-11-01,kontist,premium,9,134
2020-12-01,kontist,premium,9,553
2021-01-01,kontist,premium,9,221
2021-02-01,kontist,premium,9,149
2021-03-01,kontist,premium,9,163
2021-04-01,kontist,premium,9,153
2021-05-01,kontist,premium,9,170
2021-06-01,kontist,premium,9,141
2021-07-01,kontist,premium,9,161
2021-08-01,kontist,premium,9,154
2021-09-01,kontist,premium,9,201
2021-10-01,kontist,premium,9,169
2021-11-01,kontist,premium,9,202
2021-12-01,kontist,premium,9,186
2022-01-01,kontist,premium,9,231
2022-02-01,kontist,premium,9,191
2022-03-01,kontist,premium,9,225
2022-04-01,kontist,premium,9,196
2022-05-01,kontist,premium,9,224
2022-06-01,kontist,premium,9,212
2022-07-01,kontist,premium,9,206
2022-08-01,kontist,premium,9,214
2022-09-01,kontist,premium,9,222
2022-10-01,kontist,premium,9,231
2022-11-01,kontist,premium,9,246
2022-12-01,kontist,premium,9,285
2023-01-01,kontist,premium,9,316
2023-02-01,kontist,premium,9,303
2023-03-01,kontist,premium,9,309
2023-04-01,kontist,premium,9,316
2023-05-01,kontist,premium,9,277
2023-06-01,kontist,premium,9,256
2023-07-01,kontist,premium,9,270
2023-08-01,kontist,premium,9,287
2023-09-01,kontist,premium,9,255
2023-10-01,kontist,premium,9,287
2023-11-01,kontist,premium,9,262
2020-09-01,salary,premium,10,5
2020-10-01,salary,premium,13,3
2020-11-01,salary,premium,10,4
2020-12-01,salary,premium,10,4
2021-01-01,salary,premium,10,6
2021-02-01,salary,premium,10,1
2021-03-01,salary,premium,10,6
2021-04-01,salary,premium,10,2
2021-05-01,salary,premium,10,2
2021-06-01,salary,premium,10,6
2021-07-01,salary,premium,10,2
2021-08-01,salary,premium,10,11
2021-09-01,salary,premium,10,5
2021-10-01,salary,premium,5,14
2021-11-01,salary,premium,5,22
2021-12-01,salary,premium,5,10
2022-01-01,salary,premium,10,16
2022-02-01,salary,premium,10,21
2022-03-01,salary,premium,10,15
2022-04-01,salary,premium,10,16
2022-05-01,salary,premium,10,18
2022-06-01,salary,premium,10,24
2022-07-01,salary,premium,10,21
2022-08-01,salary,premium,10,14
2022-09-01,salary,premium,10,20
2022-10-01,salary,premium,10,15
2022-11-01,salary,premium,10,26
2022-12-01,salary,premium,10,25
2023-01-01,salary,premium,10,18
2023-02-01,salary,premium,10,29
2023-03-01,salary,premium,10,23
2023-04-01,salary,premium,10,18
2023-05-01,salary,premium,10,16
2023-06-01,salary,premium,10,28
2023-07-01,salary,premium,10,35
2023-08-01,salary,premium,10,45
2023-09-01,salary,premium,10,39
2023-10-01,salary,premium,10,44
2023-11-01,salary,premium,10,46
2022-03-01,billy,pro,24,0
2022-04-01,billy,pro,24,4
2022-05-01,billy,pro,24,44
2022-06-01,billy,pro,24,56
2022-07-01,billy,pro,24,71
2022-08-01,billy,pro,24,75
2022-09-01,billy,pro,24,38
2022-10-01,billy,pro,20,39
2022-11-01,billy,pro,20,51
